"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow","BA_Flow","Tot_Flow","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF"
15716,0,0.3795,10002965,551,10000143,99999,0.3795,5,99999,10000000,15717,10002965,10000143,551,99999,0.3795,5,99999,10000000,4.554,4.554,4.554,4.554,0,15716,0.0000,0.0000,0.0000,4.554,4.554,4.554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.554,4.554,4.554
15718,0,0.321162,10002966,1294,10000143,99999,0.321162,5,99999,10000000,15719,10002966,10000143,1294,99999,0.321162,5,99999,10000000,3.85394,3.85394,3.85394,3.85394,0,15718,0.0000,0.0000,0.0000,3.85394,3.85394,3.85394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.85394,3.85394,3.85394
15720,0,0.357671,10002967,1311,10000143,99999,0.357671,5,99999,10000000,15721,10002967,10000143,1311,99999,0.357671,5,99999,10000000,4.29205,4.29205,4.29205,4.29205,0,15720,0.0000,0.0000,0.0000,4.29205,4.29205,4.29205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.29205,4.29205,4.29205
15722,0,0.322185,10002968,1317,10000143,99999,0.322185,5,99999,10000000,15723,10002968,10000143,1317,99999,0.322185,5,99999,10000000,3.86622,3.86622,3.86622,3.86622,0,15722,0.0000,0.0000,0.0000,3.86622,3.86622,3.86622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.86622,3.86622,3.86622
15724,0,0.372033,10002969,1318,10000143,99999,0.372033,5,99999,10000000,15725,10002969,10000143,1318,99999,0.372033,5,99999,10000000,4.4644,4.4644,4.4644,4.4644,0,15724,0.0000,0.0000,0.0000,4.4644,4.4644,4.4644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.4644,4.4644,4.4644
15726,0,0.479661,10002970,1514,10000143,99999,0.479661,5,99999,10000000,15727,10002970,10000143,1514,99999,0.479661,5,99999,10000000,5.75593,5.75593,5.75593,5.75593,0,15726,0.0000,0.0000,0.0000,5.75593,5.75593,5.75593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.75593,5.75593,5.75593
15728,0,0.485602,10002971,1515,10000143,99999,0.485602,5,99999,10000000,15729,10002971,10000143,1515,99999,0.485602,5,99999,10000000,5.82722,5.82722,5.82722,5.82722,0,15728,0.0000,0.0000,0.0000,5.82722,5.82722,5.82722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.82722,5.82722,5.82722
15730,0,0.430833,10002972,1516,10000143,99999,0.430833,5,99999,10000000,15731,10002972,10000143,1516,99999,0.430833,5,99999,10000000,5.17,5.17,5.17,5.17,0,15730,0.0000,0.0000,0.0000,5.17,5.17,5.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.17,5.17,5.17
15732,0,0.41945,10002973,1517,10000143,99999,0.41945,5,99999,10000000,15733,10002973,10000143,1517,99999,0.41945,5,99999,10000000,5.0334,5.0334,5.0334,5.0334,0,15732,0.0000,0.0000,0.0000,5.0334,5.0334,5.0334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.0334,5.0334,5.0334
15734,0,0.274142,10002974,1546,10000143,99999,0.274142,5,99999,10000000,15735,10002974,10000143,1546,99999,0.274142,5,99999,10000000,3.2897,3.2897,3.2897,3.2897,0,15734,5.4,0.0000,5.4,3.2897,3.2897,3.2897,5.40005e-05,0.0000,5.40005e-05,1.48037,0.0000,1.48037,0.296073,0.0000,0.296073,5,5,3.2897,3.2897,3.2897
15736,0,0.39867,10002975,2256,10000143,99999,0.39867,5,99999,10000000,15737,10002975,10000143,2256,99999,0.39867,5,99999,10000000,4.78404,4.78404,4.78404,4.78404,0,15736,0.0000,0.0000,0.0000,4.78404,4.78404,4.78404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.78404,4.78404,4.78404
15738,0,0.253986,10002976,2439,10000143,99999,0.253986,5,99999,10000000,15739,10002976,10000143,2439,99999,0.253986,5,99999,10000000,3.04783,3.04783,3.04783,3.04783,0,15738,0.0000,21.6000,21.6000,3.04783,3.04783,3.04783,0.0000,0.000216002,0.000216002,0.0000,5.4861,5.4861,0.0000,1.09722,1.09722,5,5,3.04783,3.04783,3.04783
15740,0,0.264365,10002977,2534,10000143,99999,0.264365,5,99999,10000000,15741,10002977,10000143,2534,99999,0.264365,5,99999,10000000,3.17238,3.17238,3.17238,3.17238,0,15740,30.0000,0.0000,30.0000,3.17238,3.17238,3.17238,0.000300003,0.0000,0.000300003,7.93095,0.0000,7.93095,1.58619,0.0000,1.58619,5,5,3.17238,3.17238,3.17238
15742,0,0.337189,10002978,3607,10000143,99999,0.337189,5,99999,10000000,15743,10002978,10000143,3607,99999,0.337189,5,99999,10000000,4.04627,4.04627,4.04627,4.04627,0,15742,0.0000,0.0000,0.0000,4.04627,4.04627,4.04627,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.04627,4.04627,4.04627
15744,0,0.376482,10002979,3608,10000143,99999,0.376482,5,99999,10000000,15745,10002979,10000143,3608,99999,0.376482,5,99999,10000000,4.51778,4.51778,4.51778,4.51778,0,15744,0.0000,0.0000,0.0000,4.51778,4.51778,4.51778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.51778,4.51778,4.51778
15746,0,0.320236,10002980,3705,10000143,99999,0.320236,5,99999,10000000,15747,10002980,10000143,3705,99999,0.320236,5,99999,10000000,3.84283,3.84283,3.84283,3.84283,0,15746,0.0000,0.0000,0.0000,3.84283,3.84283,3.84283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.84283,3.84283,3.84283
15748,0,0.273427,10002981,3706,10000143,99999,0.273427,5,99999,10000000,15749,10002981,10000143,3706,99999,0.273427,5,99999,10000000,3.28112,3.28112,3.28112,3.28112,0,15748,0.0000,0.0000,0.0000,3.28112,3.28112,3.28112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.28112,3.28112,3.28112
15750,0,0.424353,10002982,4114,10000143,99999,0.424353,5,99999,10000000,15751,10002982,10000143,4114,99999,0.424353,5,99999,10000000,5.09224,5.09224,5.09224,5.09224,0,15750,0.0000,0.0000,0.0000,5.09224,5.09224,5.09224,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.09224,5.09224,5.09224
15752,0,0.266429,10002983,4372,10000143,99999,0.266429,5,99999,10000000,15753,10002983,10000143,4372,99999,0.266429,5,99999,10000000,3.19715,3.19715,3.19715,3.19715,0,15752,0.0000,0.0000,0.0000,3.19715,3.19715,3.19715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.19715,3.19715,3.19715
15754,0,0.252887,10002984,4373,10000143,99999,0.252887,5,99999,10000000,15755,10002984,10000143,4373,99999,0.252887,5,99999,10000000,3.03464,3.03464,3.03464,3.03467,0,15754,1.2,539.4000,540.6000,3.03464,3.03467,3.03467,1.20001e-05,0.00539405,0.00539405,0.303464,136.4073,136.7107,0.0606929,27.2816,27.3423,5,4.99996,3.03464,3.03467,3.03467
15756,0,0.315323,10002985,4374,10000143,99999,0.315323,5,99999,10000000,15757,10002985,10000143,4374,99999,0.315323,5,99999,10000000,3.78388,3.78388,3.78388,3.78388,0,15756,0.0000,0.0000,0.0000,3.78388,3.78388,3.78388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.78388,3.78388,3.78388
15758,0,0.302202,10002986,4508,10000143,99999,0.302202,5,99999,10000000,15759,10002986,10000143,4508,99999,0.302202,5,99999,10000000,3.62642,3.62642,3.62642,3.62642,0,15758,0.0000,0.0000,0.0000,3.62642,3.62642,3.62642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.62642,3.62642,3.62642
15760,0,0.282256,10002987,4509,10000143,99999,0.282256,5,99999,10000000,15761,10002987,10000143,4509,99999,0.282256,5,99999,10000000,3.38707,3.38707,3.38707,3.38707,0,15760,0.0000,0.0000,0.0000,3.38707,3.38707,3.38707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.38707,3.38707,3.38707
15762,0,0.375918,10002988,4543,10000143,99999,0.375918,5,99999,10000000,15763,10002988,10000143,4543,99999,0.375918,5,99999,10000000,4.51102,4.51102,4.51102,4.51102,0,15762,0.0000,0.0000,0.0000,4.51102,4.51102,4.51102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.51102,4.51102,4.51102
15764,0,0.427738,10002989,5059,10000143,99999,0.427738,5,99999,10000000,15765,10002989,10000143,5059,99999,0.427738,5,99999,10000000,5.13286,5.13286,5.13286,5.13286,0,15764,0.0000,0.0000,0.0000,5.13286,5.13286,5.13286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.13286,5.13286,5.13286
15766,0,0.364427,10002990,5107,10000143,99999,0.364427,5,99999,10000000,15767,10002990,10000143,5107,99999,0.364427,5,99999,10000000,4.37312,4.37312,4.37312,4.37312,0,15766,0.0000,0.0000,0.0000,4.37312,4.37312,4.37312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.37312,4.37312,4.37312
15768,0,0.313841,10002991,5110,10000143,99999,0.313841,5,99999,10000000,15769,10002991,10000143,5110,99999,0.313841,5,99999,10000000,3.76609,3.76609,3.76609,3.76609,0,15768,0.0000,0.0000,0.0000,3.76609,3.76609,3.76609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.76609,3.76609,3.76609
15770,0,0.35475,10002992,5154,10000143,99999,0.35475,5,99999,10000000,15771,10002992,10000143,5154,99999,0.35475,5,99999,10000000,4.257,4.257,4.257,4.257,0,15770,0.0000,0.0000,0.0000,4.257,4.257,4.257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.257,4.257,4.257
15772,0,0.27328,10002993,5211,10000143,99999,0.27328,5,99999,10000000,15773,10002993,10000143,5211,99999,0.27328,5,99999,10000000,3.27936,3.27936,3.27936,3.27936,0,15772,0.0000,0.0000,0.0000,3.27936,3.27936,3.27936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.27936,3.27936,3.27936
15774,0,0.437618,10002994,5256,10000143,99999,0.437618,5,99999,10000000,15775,10002994,10000143,5256,99999,0.437618,5,99999,10000000,5.25142,5.25142,5.25142,5.25142,0,15774,0.0000,0.0000,0.0000,5.25142,5.25142,5.25142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.25142,5.25142,5.25142
15776,0,0.435856,10002995,602,10000189,99999,0.435856,5,99999,10000000,15777,10002995,10000189,602,99999,0.435856,5,99999,10000000,5.23027,5.23027,5.23027,5.23027,0,15776,0.0000,0.0000,0.0000,5.23027,5.23027,5.23027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.23027,5.23027,5.23027
15778,0,0.437025,10002996,603,10000189,99999,0.437025,5,99999,10000000,15779,10002996,10000189,603,99999,0.437025,5,99999,10000000,5.2443,5.2443,5.2443,5.2443,0,15778,0.0000,0.0000,0.0000,5.2443,5.2443,5.2443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.2443,5.2443,5.2443
15780,0,0.484451,10002997,605,10000189,99999,0.484451,5,99999,10000000,15781,10002997,10000189,605,99999,0.484451,5,99999,10000000,5.81341,5.81341,5.81341,5.81341,0,15780,0.0000,0.0000,0.0000,5.81341,5.81341,5.81341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.81341,5.81341,5.81341
15782,0,0.398199,10002998,606,10000189,99999,0.398199,5,99999,10000000,15783,10002998,10000189,606,99999,0.398199,5,99999,10000000,4.77839,4.77839,4.77839,4.77839,0,15782,0.0000,0.0000,0.0000,4.77839,4.77839,4.77839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.77839,4.77839,4.77839
15784,0,0.416003,10002999,607,10000189,99999,0.416003,5,99999,10000000,15785,10002999,10000189,607,99999,0.416003,5,99999,10000000,4.99204,4.99204,4.99204,4.99204,0,15784,0.0000,0.0000,0.0000,4.99204,4.99204,4.99204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.99204,4.99204,4.99204
15786,0,0.306415,10003000,1220,10000189,99999,0.306415,5,99999,10000000,15787,10003000,10000189,1220,99999,0.306415,5,99999,10000000,3.67698,3.67698,3.67698,3.67698,0,15786,0.0000,0.0000,0.0000,3.67698,3.67698,3.67698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.67698,3.67698,3.67698
15788,0,0.183681,10003001,1221,10000189,99999,0.183681,5,99999,10000000,15789,10003001,10000189,1221,99999,0.183681,5,99999,10000000,2.20417,2.20417,2.20417,2.20417,0,15788,0.0000,0.0000,0.0000,2.20417,2.20417,2.20417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.20417,2.20417,2.20417
15790,0,0.305065,10003002,1222,10000189,99999,0.305065,5,99999,10000000,15791,10003002,10000189,1222,99999,0.305065,5,99999,10000000,3.66078,3.66078,3.66078,3.66078,0,15790,0.0000,0.0000,0.0000,3.66078,3.66078,3.66078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.66078,3.66078,3.66078
15792,0,0.333693,10003003,1223,10000189,99999,0.333693,5,99999,10000000,15793,10003003,10000189,1223,99999,0.333693,5,99999,10000000,4.00432,4.00432,4.00432,4.00432,0,15792,0.0000,0.0000,0.0000,4.00432,4.00432,4.00432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.00432,4.00432,4.00432
15794,0,0.0889269,10003004,1540,10000189,99999,0.088927,5,99999,10000000,15795,10003004,10000189,1540,99999,0.088927,5,99999,10000000,1.06712,1.06712,1.06712,1.06713,0,15794,1.2,497.4000,498.6000,1.06712,1.06713,1.06713,1.20001e-05,0.00497405,0.00497405,0.106712,44.2323,44.3390,0.0213425,8.84651,8.86785,5,4.99997,1.06712,1.06713,1.06713
15796,0,0.119745,10003005,1541,10000189,99999,0.119745,5,99999,10000000,15797,10003005,10000189,1541,99999,0.119745,5,99999,10000000,1.43694,1.43694,1.43694,1.43694,0,15796,0.0000,0.0000,0.0000,1.43694,1.43694,1.43694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,1.43694,1.43694,1.43694
15798,0,0.393133,10003006,2089,10000189,99999,0.393133,5,99999,10000000,15799,10003006,10000189,2089,99999,0.393133,5,99999,10000000,4.7176,4.7176,4.7176,4.7176,0,15798,0.0000,0.0000,0.0000,4.7176,4.7176,4.7176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.7176,4.7176,4.7176
15800,0,0.420374,10003007,2090,10000189,99999,0.420374,5,99999,10000000,15801,10003007,10000189,2090,99999,0.420374,5,99999,10000000,5.04449,5.04449,5.04449,5.04449,0,15800,0.0000,0.0000,0.0000,5.04449,5.04449,5.04449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.04449,5.04449,5.04449
15802,0,0.391176,10003008,2091,10000189,99999,0.391176,5,99999,10000000,15803,10003008,10000189,2091,99999,0.391176,5,99999,10000000,4.69411,4.69411,4.69411,4.69411,0,15802,0.0000,0.0000,0.0000,4.69411,4.69411,4.69411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.69411,4.69411,4.69411
15804,0,0.308166,10003009,2144,10000189,99999,0.308166,5,99999,10000000,15805,10003009,10000189,2144,99999,0.308166,5,99999,10000000,3.69799,3.69799,3.69799,3.69799,0,15804,0.0000,0.0000,0.0000,3.69799,3.69799,3.69799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.69799,3.69799,3.69799
15806,0,0.386287,10003010,2190,10000189,99999,0.386287,5,99999,10000000,15807,10003010,10000189,2190,99999,0.386287,5,99999,10000000,4.63544,4.63544,4.63544,4.63544,0,15806,0.0000,0.0000,0.0000,4.63544,4.63544,4.63544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.63544,4.63544,4.63544
15808,0,0.255479,10003011,2318,10000189,99999,0.255479,5,99999,10000000,15809,10003011,10000189,2318,99999,0.255479,5,99999,10000000,3.06575,3.06575,3.06575,3.06575,0,15808,0.0000,0.0000,0.0000,3.06575,3.06575,3.06575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.06575,3.06575,3.06575
15810,0,0.135799,10003012,2319,10000189,99999,0.135799,5,99999,10000000,15811,10003012,10000189,2319,99999,0.135799,5,99999,10000000,1.62959,1.62959,1.62959,1.62959,0,15810,0.0000,0.0000,0.0000,1.62959,1.62959,1.62959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,1.62959,1.62959,1.62959
15812,0,0.33978,10003013,2460,10000189,99999,0.33978,5,99999,10000000,15813,10003013,10000189,2460,99999,0.33978,5,99999,10000000,4.07736,4.07736,4.07736,4.07736,0,15812,0.0000,0.0000,0.0000,4.07736,4.07736,4.07736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.07736,4.07736,4.07736
15814,0,0.105114,10003014,2495,10000189,99999,0.105114,5,99999,10000000,15815,10003014,10000189,2495,99999,0.105114,5,99999,10000000,1.26137,1.26137,1.26137,1.26137,0,15814,14.4000,3.6,18.0000,1.26137,1.26137,1.26137,0.000144001,3.60004e-05,0.000144001,1.51364,0.37841,1.89205,0.302728,0.0756821,0.37841,5,5,1.26137,1.26137,1.26137
15816,0,0.207439,10003015,3417,10000189,99999,0.207439,5,99999,10000000,15817,10003015,10000189,3417,99999,0.207439,5,99999,10000000,2.48927,2.48927,2.48927,2.48927,0,15816,0.0000,0.0000,0.0000,2.48927,2.48927,2.48927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.48927,2.48927,2.48927
15818,0,0.423412,10003016,3760,10000189,99999,0.423412,5,99999,10000000,15819,10003016,10000189,3760,99999,0.423412,5,99999,10000000,5.08094,5.08094,5.08094,5.08094,0,15818,0.0000,0.0000,0.0000,5.08094,5.08094,5.08094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.08094,5.08094,5.08094
15820,0,0.437692,10003017,3822,10000189,99999,0.437692,5,99999,10000000,15821,10003017,10000189,3822,99999,0.437692,5,99999,10000000,5.2523,5.2523,5.2523,5.2523,0,15820,0.0000,0.0000,0.0000,5.2523,5.2523,5.2523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.2523,5.2523,5.2523
15822,0,0.424188,10003018,3862,10000189,99999,0.424188,5,99999,10000000,15823,10003018,10000189,3862,99999,0.424188,5,99999,10000000,5.09026,5.09026,5.09026,5.09026,0,15822,0.0000,0.0000,0.0000,5.09026,5.09026,5.09026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.09026,5.09026,5.09026
15824,0,0.438483,10003019,4376,10000189,99999,0.438483,5,99999,10000000,15825,10003019,10000189,4376,99999,0.438483,5,99999,10000000,5.2618,5.2618,5.2618,5.2618,0,15824,0.0000,0.0000,0.0000,5.2618,5.2618,5.2618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.2618,5.2618,5.2618
15826,0,0.420717,10003020,4378,10000189,99999,0.420717,5,99999,10000000,15827,10003020,10000189,4378,99999,0.420717,5,99999,10000000,5.0486,5.0486,5.0486,5.0486,0,15826,0.0000,0.0000,0.0000,5.0486,5.0486,5.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.0486,5.0486,5.0486
15828,0,0.405942,10003021,4379,10000189,99999,0.405942,5,99999,10000000,15829,10003021,10000189,4379,99999,0.405942,5,99999,10000000,4.8713,4.8713,4.8713,4.8713,0,15828,0.0000,0.0000,0.0000,4.8713,4.8713,4.8713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.8713,4.8713,4.8713
15830,0,0.158798,10003022,4814,10000189,99999,0.158798,5,99999,10000000,15831,10003022,10000189,4814,99999,0.158798,5,99999,10000000,1.90558,1.90558,1.90558,1.90558,0,15830,0.0000,0.0000,0.0000,1.90558,1.90558,1.90558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,1.90558,1.90558,1.90558
15832,0,0.468818,10003023,610,10000053,99999,0.468818,5,99999,10000000,15833,10003023,10000053,610,99999,0.468818,5,99999,10000000,5.62582,5.62582,5.62582,5.62582,0,15832,0.0000,0.0000,0.0000,5.62582,5.62582,5.62582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.62582,5.62582,5.62582
15834,0,0.420356,10003024,611,10000053,99999,0.420356,5,99999,10000000,15835,10003024,10000053,611,99999,0.420356,5,99999,10000000,5.04427,5.04427,5.04427,5.04427,0,15834,0.0000,0.0000,0.0000,5.04427,5.04427,5.04427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.04427,5.04427,5.04427
15836,0,0.391066,10003025,694,10000053,99999,0.391066,5,99999,10000000,15837,10003025,10000053,694,99999,0.391066,5,99999,10000000,4.69279,4.69279,4.69279,4.69279,0,15836,0.0000,0.0000,0.0000,4.69279,4.69279,4.69279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.69279,4.69279,4.69279
15838,0,0.388004,10003026,695,10000053,99999,0.388004,5,99999,10000000,15839,10003026,10000053,695,99999,0.388004,5,99999,10000000,4.65605,4.65605,4.65605,4.65605,0,15838,0.0000,0.0000,0.0000,4.65605,4.65605,4.65605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.65605,4.65605,4.65605
15840,0,0.557578,10003027,1791,10000053,99999,0.557578,5,99999,10000000,15841,10003027,10000053,1791,99999,0.557578,5,99999,10000000,6.69094,6.69094,6.69094,6.69094,0,15840,0.0000,0.0000,0.0000,6.69094,6.69094,6.69094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,6.69094,6.69094,6.69094
15842,0,0.26784,10003028,2223,10000053,99999,0.26784,5,99999,10000000,15843,10003028,10000053,2223,99999,0.26784,5,99999,10000000,3.21408,3.21408,3.21408,3.21408,0,15842,0.0000,0.0000,0.0000,3.21408,3.21408,3.21408,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,3.21408,3.21408,3.21408
15844,0,0.206685,10003029,2224,10000053,99999,0.206685,5,99999,10000000,15845,10003029,10000053,2224,99999,0.206685,5,99999,10000000,2.48022,2.48022,2.48022,2.48022,0,15844,0.0000,0.0000,0.0000,2.48022,2.48022,2.48022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.48022,2.48022,2.48022
15846,0,0.215382,10003030,2225,10000053,99999,0.215382,5,99999,10000000,15847,10003030,10000053,2225,99999,0.215382,5,99999,10000000,2.58458,2.58458,2.58458,2.58458,0,15846,0.0000,0.0000,0.0000,2.58458,2.58458,2.58458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.58458,2.58458,2.58458
15848,0,0.176755,10003031,2293,10000053,99999,0.176755,5,99999,10000000,15849,10003031,10000053,2293,99999,0.176755,5,99999,10000000,2.12106,2.12106,2.12106,2.12106,0,15848,0.0000,0.0000,0.0000,2.12106,2.12106,2.12106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.12106,2.12106,2.12106
15850,0,0.175659,10003032,2294,10000053,99999,0.175659,5,99999,10000000,15851,10003032,10000053,2294,99999,0.175659,5,99999,10000000,2.10791,2.10791,2.10791,2.10791,0,15850,0.0000,0.0000,0.0000,2.10791,2.10791,2.10791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.10791,2.10791,2.10791
15852,0,0.208499,10003033,2295,10000053,99999,0.208499,5,99999,10000000,15853,10003033,10000053,2295,99999,0.208499,5,99999,10000000,2.50199,2.50199,2.50199,2.50199,0,15852,0.0000,0.0000,0.0000,2.50199,2.50199,2.50199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.50199,2.50199,2.50199
15854,0,0.400556,10003034,2531,10000053,99999,0.400556,5,99999,10000000,15855,10003034,10000053,2531,99999,0.400556,5,99999,10000000,4.80667,4.80667,4.80667,4.80667,0,15854,0.0000,0.0000,0.0000,4.80667,4.80667,4.80667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,4.80667,4.80667,4.80667
15856,0,0.430604,10003035,2540,10000053,99999,0.430604,5,99999,10000000,15857,10003035,10000053,2540,99999,0.430604,5,99999,10000000,5.16725,5.16725,5.16725,5.16725,0,15856,0.0000,0.0000,0.0000,5.16725,5.16725,5.16725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,5.16725,5.16725,5.16725
15858,0,0.206426,10003036,3064,10000053,99999,0.206426,5,99999,10000000,15859,10003036,10000053,3064,99999,0.206426,5,99999,10000000,2.47711,2.47711,2.47711,2.47711,0,15858,0.0000,0.0000,0.0000,2.47711,2.47711,2.47711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,2.47711,2.47711,2.47711
