ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
173,25.2,222.0,247.2,0.484746,0.499447,0.499447,0.018,0.158571,0.158571,8.1339,71.6558,79.7897,0.203593,1.84795,2.05155,39.9518,38.7758,0.484746,0.499447,0.499447,25.2,222.0,25.2,222.0,247.2
175,0.0,0.0,0.0,0.142509,0.142509,0.142509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.142509,0.142509,0.142509,0.0,0.0,0.0,0.0,0.0
177,3.6,3.0,6.6,0.0936991,0.0936977,0.0936991,0.00257143,0.00214286,0.00257143,0.224863,0.187386,0.412249,0.00562195,0.00468488,0.0103068,39.9974,39.998,0.0936991,0.0936977,0.0936991,3.6,3.0,3.6,3.0,6.6
179,3.0,3.6,6.6,0.0983254,0.0983269,0.0983269,0.00214286,0.00257143,0.00257143,0.196641,0.235969,0.43261,0.00491627,0.00589961,0.0108159,39.998,39.9974,0.0983254,0.0983269,0.0983269,3.0,3.6,3.0,3.6,6.6
181,0.0,0.0,0.0,0.155123,0.155123,0.155123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.155123,0.155123,0.155123,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.743757,0.743757,0.743757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.743757,0.743757,0.743757,0.0,0.0,0.0,0.0,0.0
185,222.0,25.2,247.2,0.232186,0.225351,0.232186,0.158571,0.018,0.158571,33.3118,3.78134,37.0931,0.859087,0.0946475,0.953735,38.7758,39.9518,0.232186,0.225351,0.232186,222.0,25.2,222.0,25.2,247.2
187,0.0,0.0,0.0,0.117086,0.117086,0.117086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.117086,0.117086,0.117086,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.567711,0.567711,0.567711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.567711,0.567711,0.567711,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.255438,0.255438,0.255438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.255438,0.255438,0.255438,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.286294,0.286294,0.286294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.286294,0.286294,0.286294,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.121528,0.121528,0.121528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.121528,0.121528,0.121528,0.0,0.0,0.0,0.0,0.0
