ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
142,0.0,0.0,0.0,0.293274,0.293274,0.293274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.293274,0.293274,0.293274,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.163481,0.163481,0.163481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.163481,0.163481,0.163481,0.0,0.0,0.0,0.0,0.0
146,54.8315,0.0,54.8315,0.0910011,0.0,0.0910011,0.0083078,0.0,0.0083078,7.48175,0.0,7.48175,0.0831621,0.0,0.0831621,89.9659,0.0,0.0910011,0.0,0.0910011,54.8315,0.0,54.8315,0.0,54.8315
147,0.0,0.0,0.0,0.0924165,0.0,0.0924165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0924165,0.0,0.0924165,0.0,0.0,0.0,0.0,0.0
148,960.6535,0.0,960.6535,0.0436122,0.0,0.0436122,0.145554,0.0,0.145554,61.1466,0.0,61.1466,0.69827,0.0,0.69827,87.5686,0.0,0.0436122,0.0,0.0436122,960.6535,0.0,960.6535,0.0,960.6535
149,1263.567,0.0,1263.567,0.443547,0.0,0.443547,0.902548,0.0,0.902548,261.5167,0.0,261.5167,9.34086,0.0,9.34086,27.9971,0.0,0.443547,0.0,0.443547,1263.567,0.0,1263.567,0.0,1263.567
150,1206.8784,1755.6,2962.4784,0.20665,0.218581,0.218581,0.30172,0.4389,0.4389,249.5088,362.951,612.4598,4.15669,6.39567,10.5524,60.0259,56.7495,0.20665,0.218581,0.218581,1206.8784,1755.6,1206.8784,1755.6,2962.4784
152,1755.6,1206.8784,2962.4784,0.143907,0.136052,0.143907,0.4389,0.30172,0.4389,238.9565,164.2694,403.2259,4.21072,2.73664,6.94737,56.7495,60.0259,0.143907,0.136052,0.143907,1755.6,1206.8784,1755.6,1206.8784,2962.4784
154,0.0,0.0,0.0,0.123855,0.0,0.123855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.123855,0.0,0.123855,0.0,0.0,0.0,0.0,0.0
155,166.0185,0.0,166.0185,0.197503,0.0,0.197503,0.118585,0.0,0.118585,21.422,0.0,21.422,0.546486,0.0,0.546486,39.1996,0.0,0.197503,0.0,0.197503,166.0185,0.0,166.0185,0.0,166.0185
156,0.0,0.0,0.0,0.247227,0.0,0.247227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.247227,0.0,0.247227,0.0,0.0,0.0,0.0,0.0
157,843.6643,0.0,843.6643,0.207697,0.0,0.207697,0.127828,0.0,0.127828,256.9675,0.0,256.9675,2.92044,0.0,2.92044,87.9893,0.0,0.207697,0.0,0.207697,843.6643,0.0,843.6643,0.0,843.6643
158,0.0,0.0,0.0,0.153547,0.153547,0.153547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.153547,0.153547,0.153547,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.16103,0.16103,0.16103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.16103,0.16103,0.16103,0.0,0.0,0.0,0.0,0.0
162,7676.3497,0.0,7676.3497,0.682336,0.0,0.682336,1.16308,0.0,1.16308,4828.4853,0.0,4828.4853,87.2975,0.0,87.2975,55.3107,0.0,0.682336,0.0,0.682336,7676.3497,0.0,7676.3497,0.0,7676.3497
163,0.0,0.0,0.0,0.125322,0.125322,0.125322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.125322,0.125322,0.125322,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.132324,0.132324,0.132324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.132324,0.132324,0.132324,0.0,0.0,0.0,0.0,0.0
167,844.2643,0.0,844.2643,0.208559,0.0,0.208559,0.603046,0.0,0.603046,95.1148,0.0,95.1148,2.93465,0.0,2.93465,32.411,0.0,0.208559,0.0,0.208559,844.2643,0.0,844.2643,0.0,844.2643
168,285.5936,0.0,285.5936,0.230504,0.0,0.230504,0.0432718,0.0,0.0432718,98.3033,0.0,98.3033,1.09717,0.0,1.09717,89.5968,0.0,0.230504,0.0,0.230504,285.5936,0.0,285.5936,0.0,285.5936
